year,state,district,season,crop,area_ha,perc
2019-20,Madhya Pradesh,RAISEN,Whole Year,Garlic,580.0,12.0
2019-20,Madhya Pradesh,RAISEN,Whole Year,Ginger,120.0,2.0
2019-20,Madhya Pradesh,RAISEN,Whole Year,Onion,546.0,11.0
2019-20,Madhya Pradesh,RAISEN,Whole Year,Potato,675.0,14.0
2019-20,Madhya Pradesh,RAISEN,Whole Year,Sugarcane,1583.0,32.0
2019-20,Madhya Pradesh,RAISEN,Whole Year,Turmeric,40.0,1.0
2019-20,Madhya Pradesh,RAJGARH,Kharif,Arhar/Tur,488.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Kharif,Bajra,13.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Kharif,Groundnut,632.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Kharif,Jowar,80.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Kharif,Maize,39953.0,9.0
2019-20,Madhya Pradesh,RAJGARH,Kharif,Mesta,1.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Kharif,Moong(GreenGram),282.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Kharif,Nigerseed,3.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Kharif,Rice,6.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Kharif,Sesamum,357.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Kharif,Soyabean,416741.0,90.0
2019-20,Madhya Pradesh,RAJGARH,Kharif,Urad,5366.0,1.0
2019-20,Madhya Pradesh,RAJGARH,Rabi,Barley,20.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Rabi,Gram,44028.0,11.0
2019-20,Madhya Pradesh,RAJGARH,Rabi,Linseed,13.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Rabi,Masoor,30729.0,7.0
2019-20,Madhya Pradesh,RAJGARH,Rabi,Peas&beans(Pulses),161.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Rabi,Rapeseed&Mustard,7420.0,2.0
2019-20,Madhya Pradesh,RAJGARH,Rabi,Wheat,336555.0,80.0
2019-20,Madhya Pradesh,RAJGARH,Summer,Maize,53.0,8.0
2019-20,Madhya Pradesh,RAJGARH,Summer,Moong(GreenGram),590.0,92.0
2019-20,Madhya Pradesh,RAJGARH,Whole Year,Coriander,55112.0,74.0
2019-20,Madhya Pradesh,RAJGARH,Whole Year,Garlic,4981.0,7.0
2019-20,Madhya Pradesh,RAJGARH,Whole Year,Ginger,205.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Whole Year,Onion,9537.0,13.0
2019-20,Madhya Pradesh,RAJGARH,Whole Year,Potato,4426.0,6.0
2019-20,Madhya Pradesh,RAJGARH,Whole Year,Sugarcane,1.0,0.0
2019-20,Madhya Pradesh,RAJGARH,Whole Year,Sweetpotato,218.0,0.0
2019-20,Madhya Pradesh,RATLAM,Kharif,Arhar/Tur,215.0,0.0
2019-20,Madhya Pradesh,RATLAM,Kharif,Bajra,11.0,0.0
2019-20,Madhya Pradesh,RATLAM,Kharif,Cotton(lint),21103.0,6.0
2019-20,Madhya Pradesh,RATLAM,Kharif,Groundnut,207.0,0.0
2019-20,Madhya Pradesh,RATLAM,Kharif,Jowar,20.0,0.0
2019-20,Madhya Pradesh,RATLAM,Kharif,Maize,18818.0,6.0
2019-20,Madhya Pradesh,RATLAM,Kharif,Moong(GreenGram),197.0,0.0
2019-20,Madhya Pradesh,RATLAM,Kharif,Nigerseed,1.0,0.0
2019-20,Madhya Pradesh,RATLAM,Kharif,Rice,145.0,0.0
2019-20,Madhya Pradesh,RATLAM,Kharif,Sesamum,28.0,0.0
2019-20,Madhya Pradesh,RATLAM,Kharif,Soyabean,287775.0,86.0
2019-20,Madhya Pradesh,RATLAM,Kharif,Urad,4168.0,1.0
2019-20,Madhya Pradesh,RATLAM,Rabi,Barley,7.0,0.0
2019-20,Madhya Pradesh,RATLAM,Rabi,Gram,33127.0,12.0
2019-20,Madhya Pradesh,RATLAM,Rabi,Linseed,2403.0,1.0
2019-20,Madhya Pradesh,RATLAM,Rabi,Masoor,1180.0,0.0
2019-20,Madhya Pradesh,RATLAM,Rabi,Peas&beans(Pulses),2142.0,1.0
2019-20,Madhya Pradesh,RATLAM,Rabi,Rapeseed&Mustard,2294.0,1.0
2019-20,Madhya Pradesh,RATLAM,Rabi,Wheat,227752.0,85.0
2019-20,Madhya Pradesh,RATLAM,Summer,Groundnut,40.0,3.0
2019-20,Madhya Pradesh,RATLAM,Summer,Maize,410.0,32.0
2019-20,Madhya Pradesh,RATLAM,Summer,Moong(GreenGram),540.0,42.0
2019-20,Madhya Pradesh,RATLAM,Summer,Rice,180.0,14.0
2019-20,Madhya Pradesh,RATLAM,Summer,Urad,105.0,8.0
2019-20,Madhya Pradesh,RATLAM,Whole Year,Coriander,596.0,2.0
2019-20,Madhya Pradesh,RATLAM,Whole Year,Garlic,27682.0,77.0
2019-20,Madhya Pradesh,RATLAM,Whole Year,Ginger,69.0,0.0
2019-20,Madhya Pradesh,RATLAM,Whole Year,Onion,7027.0,19.0
2019-20,Madhya Pradesh,RATLAM,Whole Year,Potato,375.0,1.0
2019-20,Madhya Pradesh,RATLAM,Whole Year,Sugarcane,2.0,0.0
2019-20,Madhya Pradesh,RATLAM,Whole Year,Sweetpotato,228.0,1.0
2019-20,Madhya Pradesh,RATLAM,Whole Year,Turmeric,66.0,0.0
2019-20,Madhya Pradesh,REWA,Kharif,Arhar/Tur,12652.0,4.0
2019-20,Madhya Pradesh,REWA,Kharif,Bajra,49.0,0.0
2019-20,Madhya Pradesh,REWA,Kharif,Cotton(lint),7.0,0.0
2019-20,Madhya Pradesh,REWA,Kharif,Jowar,2249.0,1.0
2019-20,Madhya Pradesh,REWA,Kharif,Jute,1.0,0.0
2019-20,Madhya Pradesh,REWA,Kharif,Maize,647.0,0.0
2019-20,Madhya Pradesh,REWA,Kharif,Mesta,7.0,0.0
2019-20,Madhya Pradesh,REWA,Kharif,Moong(GreenGram),6561.0,2.0
2019-20,Madhya Pradesh,REWA,Kharif,Nigerseed,5.0,0.0
2019-20,Madhya Pradesh,REWA,Kharif,Rice,251894.0,75.0
2019-20,Madhya Pradesh,REWA,Kharif,Sesamum,7166.0,2.0
2019-20,Madhya Pradesh,REWA,Kharif,Smallmillets,256.0,0.0
2019-20,Madhya Pradesh,REWA,Kharif,Soyabean,1339.0,0.0
2019-20,Madhya Pradesh,REWA,Kharif,Urad,54527.0,16.0
2019-20,Madhya Pradesh,REWA,Rabi,Barley,807.0,0.0
2019-20,Madhya Pradesh,REWA,Rabi,Gram,21526.0,6.0
2019-20,Madhya Pradesh,REWA,Rabi,Linseed,3286.0,1.0
2019-20,Madhya Pradesh,REWA,Rabi,Masoor,9934.0,3.0
2019-20,Madhya Pradesh,REWA,Rabi,OtherRabipulses,114.0,0.0
2019-20,Madhya Pradesh,REWA,Rabi,Peas&beans(Pulses),216.0,0.0
2019-20,Madhya Pradesh,REWA,Rabi,Rapeseed&Mustard,17101.0,4.0
2019-20,Madhya Pradesh,REWA,Rabi,Wheat,334362.0,86.0
2019-20,Madhya Pradesh,REWA,Summer,Moong(GreenGram),1910.0,76.0
2019-20,Madhya Pradesh,REWA,Summer,Urad,604.0,24.0
2019-20,Madhya Pradesh,REWA,Whole Year,Banana,98.0,0.0
2019-20,Madhya Pradesh,REWA,Whole Year,Coriander,9453.0,29.0
2019-20,Madhya Pradesh,REWA,Whole Year,Garlic,1011.0,3.0
2019-20,Madhya Pradesh,REWA,Whole Year,Ginger,1540.0,5.0
2019-20,Madhya Pradesh,REWA,Whole Year,Onion,11219.0,34.0
2019-20,Madhya Pradesh,REWA,Whole Year,Potato,5173.0,16.0
2019-20,Madhya Pradesh,REWA,Whole Year,Sugarcane,28.0,0.0
2019-20,Madhya Pradesh,REWA,Whole Year,Turmeric,4254.0,13.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Arhar/Tur,5006.0,1.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Bajra,15.0,0.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Cotton(lint),6.0,0.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Groundnut,383.0,0.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Jowar,162.0,0.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Maize,5510.0,1.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Mesta,7.0,0.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Moong(GreenGram),1509.0,0.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Nigerseed,15.0,0.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Rice,7185.0,1.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Sesamum,586.0,0.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Soyabean,351362.0,64.0
2019-20,Madhya Pradesh,SAGAR,Kharif,Urad,177136.0,32.0
2019-20,Madhya Pradesh,SAGAR,Rabi,Barley,56.0,0.0
2019-20,Madhya Pradesh,SAGAR,Rabi,Gram,127931.0,24.0
2019-20,Madhya Pradesh,SAGAR,Rabi,Linseed,181.0,0.0
2019-20,Madhya Pradesh,SAGAR,Rabi,Masoor,51091.0,9.0
2019-20,Madhya Pradesh,SAGAR,Rabi,OtherRabipulses,942.0,0.0
2019-20,Madhya Pradesh,SAGAR,Rabi,Peas&beans(Pulses),772.0,0.0
2019-20,Madhya Pradesh,SAGAR,Rabi,Rapeseed&Mustard,1014.0,0.0
2019-20,Madhya Pradesh,SAGAR,Rabi,Wheat,360758.0,66.0
2019-20,Madhya Pradesh,SAGAR,Summer,Maize,15.0,0.0
2019-20,Madhya Pradesh,SAGAR,Summer,Moong(GreenGram),3410.0,94.0
2019-20,Madhya Pradesh,SAGAR,Summer,Urad,200.0,6.0
2019-20,Madhya Pradesh,SAGAR,Whole Year,Coriander,1854.6,7.0
2019-20,Madhya Pradesh,SAGAR,Whole Year,Garlic,5501.0,21.0
2019-20,Madhya Pradesh,SAGAR,Whole Year,Ginger,1345.0,5.0
2019-20,Madhya Pradesh,SAGAR,Whole Year,Onion,9927.0,38.0
2019-20,Madhya Pradesh,SAGAR,Whole Year,Potato,6067.0,23.0
2019-20,Madhya Pradesh,SAGAR,Whole Year,Sugarcane,136.0,1.0
2019-20,Madhya Pradesh,SAGAR,Whole Year,Sweetpotato,238.7,1.0
2019-20,Madhya Pradesh,SAGAR,Whole Year,Turmeric,998.0,4.0
2019-20,Madhya Pradesh,SATNA,Kharif,Arhar/Tur,10334.0,3.0
2019-20,Madhya Pradesh,SATNA,Kharif,Bajra,46.0,0.0
2019-20,Madhya Pradesh,SATNA,Kharif,Groundnut,2.0,0.0
2019-20,Madhya Pradesh,SATNA,Kharif,Jowar,2279.0,1.0
2019-20,Madhya Pradesh,SATNA,Kharif,Maize,554.0,0.0
2019-20,Madhya Pradesh,SATNA,Kharif,Mesta,3.0,0.0
2019-20,Madhya Pradesh,SATNA,Kharif,Moong(GreenGram),4209.0,1.0
2019-20,Madhya Pradesh,SATNA,Kharif,Nigerseed,3.0,0.0
2019-20,Madhya Pradesh,SATNA,Kharif,Rice,181916.0,56.0
2019-20,Madhya Pradesh,SATNA,Kharif,Sesamum,14869.0,5.0
2019-20,Madhya Pradesh,SATNA,Kharif,Smallmillets,61.0,0.0
2019-20,Madhya Pradesh,SATNA,Kharif,Soyabean,10803.0,3.0
2019-20,Madhya Pradesh,SATNA,Kharif,Urad,97955.0,30.0
2019-20,Madhya Pradesh,SATNA,Rabi,Barley,3539.0,1.0
2019-20,Madhya Pradesh,SATNA,Rabi,Gram,34674.0,10.0
2019-20,Madhya Pradesh,SATNA,Rabi,Linseed,433.0,0.0
2019-20,Madhya Pradesh,SATNA,Rabi,Masoor,5905.0,2.0
2019-20,Madhya Pradesh,SATNA,Rabi,Peas&beans(Pulses),352.0,0.0
2019-20,Madhya Pradesh,SATNA,Rabi,Rapeseed&Mustard,8183.0,2.0
2019-20,Madhya Pradesh,SATNA,Rabi,Wheat,308362.0,85.0
2019-20,Madhya Pradesh,SATNA,Summer,Maize,100.0,1.0
2019-20,Madhya Pradesh,SATNA,Summer,Moong(GreenGram),5600.0,76.0
2019-20,Madhya Pradesh,SATNA,Summer,Urad,1640.0,22.0
2019-20,Madhya Pradesh,SATNA,Whole Year,Coriander,1045.0,10.0
2019-20,Madhya Pradesh,SATNA,Whole Year,Garlic,777.0,8.0
2019-20,Madhya Pradesh,SATNA,Whole Year,Ginger,400.0,4.0
2019-20,Madhya Pradesh,SATNA,Whole Year,Onion,4609.55,45.0
2019-20,Madhya Pradesh,SATNA,Whole Year,Potato,2922.0,29.0
2019-20,Madhya Pradesh,SATNA,Whole Year,Sugarcane,190.0,2.0
2019-20,Madhya Pradesh,SATNA,Whole Year,Turmeric,286.0,3.0
2019-20,Madhya Pradesh,SEHORE,Kharif,Arhar/Tur,2919.0,1.0
2019-20,Madhya Pradesh,SEHORE,Kharif,Bajra,4.0,0.0
2019-20,Madhya Pradesh,SEHORE,Kharif,Cotton(lint),1.0,0.0
2019-20,Madhya Pradesh,SEHORE,Kharif,Groundnut,365.0,0.0
2019-20,Madhya Pradesh,SEHORE,Kharif,Jowar,58.0,0.0
2019-20,Madhya Pradesh,SEHORE,Kharif,Maize,13559.0,4.0
2019-20,Madhya Pradesh,SEHORE,Kharif,Moong(GreenGram),293.0,0.0
2019-20,Madhya Pradesh,SEHORE,Kharif,Rice,33420.0,9.0
2019-20,Madhya Pradesh,SEHORE,Kharif,Sesamum,125.0,0.0
2019-20,Madhya Pradesh,SEHORE,Kharif,Soyabean,331902.0,86.0
2019-20,Madhya Pradesh,SEHORE,Kharif,Urad,1945.0,1.0
2019-20,Madhya Pradesh,SEHORE,Rabi,Barley,2.0,0.0
2019-20,Madhya Pradesh,SEHORE,Rabi,Gram,47101.0,12.0
2019-20,Madhya Pradesh,SEHORE,Rabi,Linseed,7.0,0.0
2019-20,Madhya Pradesh,SEHORE,Rabi,Masoor,3216.0,1.0
2019-20,Madhya Pradesh,SEHORE,Rabi,OtherRabipulses,7.0,0.0
2019-20,Madhya Pradesh,SEHORE,Rabi,Peas&beans(Pulses),143.0,0.0
2019-20,Madhya Pradesh,SEHORE,Rabi,Rapeseed&Mustard,198.0,0.0
2019-20,Madhya Pradesh,SEHORE,Rabi,Wheat,338431.0,87.0
2019-20,Madhya Pradesh,SEHORE,Summer,Moong(GreenGram),38000.0,100.0
2019-20,Madhya Pradesh,SEHORE,Whole Year,Coriander,3010.0,21.0
2019-20,Madhya Pradesh,SEHORE,Whole Year,Garlic,4860.0,34.0
2019-20,Madhya Pradesh,SEHORE,Whole Year,Ginger,93.0,1.0
2019-20,Madhya Pradesh,SEHORE,Whole Year,Onion,5500.0,39.0
2019-20,Madhya Pradesh,SEHORE,Whole Year,Potato,375.0,3.0
2019-20,Madhya Pradesh,SEHORE,Whole Year,Sugarcane,150.0,1.0
2019-20,Madhya Pradesh,SEHORE,Whole Year,Sweetpotato,150.0,1.0
2019-20,Madhya Pradesh,SEHORE,Whole Year,Turmeric,35.0,0.0
2019-20,Madhya Pradesh,SEONI,Kharif,Arhar/Tur,2525.0,1.0
2019-20,Madhya Pradesh,SEONI,Kharif,Bajra,1.0,0.0
2019-20,Madhya Pradesh,SEONI,Kharif,Cotton(lint),86.0,0.0
2019-20,Madhya Pradesh,SEONI,Kharif,Groundnut,814.0,0.0
2019-20,Madhya Pradesh,SEONI,Kharif,Jowar,15.0,0.0
2019-20,Madhya Pradesh,SEONI,Kharif,Jute,1.0,0.0
2019-20,Madhya Pradesh,SEONI,Kharif,Maize,233932.0,59.0
2019-20,Madhya Pradesh,SEONI,Kharif,Mesta,9.0,0.0
2019-20,Madhya Pradesh,SEONI,Kharif,Moong(GreenGram),32.0,0.0
2019-20,Madhya Pradesh,SEONI,Kharif,Nigerseed,9.0,0.0
2019-20,Madhya Pradesh,SEONI,Kharif,Rice,148740.0,37.0
2019-20,Madhya Pradesh,SEONI,Kharif,Sesamum,796.0,0.0
2019-20,Madhya Pradesh,SEONI,Kharif,Smallmillets,3137.0,1.0
2019-20,Madhya Pradesh,SEONI,Kharif,Soyabean,1564.0,0.0
2019-20,Madhya Pradesh,SEONI,Kharif,Urad,6818.0,2.0
2019-20,Madhya Pradesh,SEONI,Rabi,Gram,37105.0,12.0
2019-20,Madhya Pradesh,SEONI,Rabi,Linseed,2379.0,1.0
2019-20,Madhya Pradesh,SEONI,Rabi,Masoor,12494.0,4.0
2019-20,Madhya Pradesh,SEONI,Rabi,OtherRabipulses,2755.0,1.0
2019-20,Madhya Pradesh,SEONI,Rabi,Peas&beans(Pulses),2723.0,1.0
2019-20,Madhya Pradesh,SEONI,Rabi,Rapeseed&Mustard,1975.0,1.0
2019-20,Madhya Pradesh,SEONI,Rabi,Wheat,260669.0,81.0
2019-20,Madhya Pradesh,SEONI,Summer,Groundnut,300.0,5.0
2019-20,Madhya Pradesh,SEONI,Summer,Maize,755.0,12.0
2019-20,Madhya Pradesh,SEONI,Summer,Moong(GreenGram),3150.0,51.0
2019-20,Madhya Pradesh,SEONI,Summer,Rice,275.0,4.0
2019-20,Madhya Pradesh,SEONI,Summer,Urad,1740.0,28.0
2019-20,Madhya Pradesh,SEONI,Whole Year,Banana,5.0,0.0
2019-20,Madhya Pradesh,SEONI,Whole Year,Coriander,406.0,10.0
2019-20,Madhya Pradesh,SEONI,Whole Year,Garlic,368.0,9.0
2019-20,Madhya Pradesh,SEONI,Whole Year,Ginger,505.0,13.0
2019-20,Madhya Pradesh,SEONI,Whole Year,Onion,805.0,20.0
2019-20,Madhya Pradesh,SEONI,Whole Year,Potato,1471.0,37.0
2019-20,Madhya Pradesh,SEONI,Whole Year,Sugarcane,356.0,9.0
2019-20,Madhya Pradesh,SEONI,Whole Year,Sweetpotato,43.0,1.0
2019-20,Madhya Pradesh,SEONI,Whole Year,Turmeric,39.5,1.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Arhar/Tur,9276.0,5.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Bajra,8.0,0.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Cotton(lint),2.0,0.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Groundnut,18.0,0.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Jowar,164.0,0.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Maize,6621.0,3.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Moong(GreenGram),16.0,0.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Nigerseed,10.0,0.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Rice,153235.0,81.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Sesamum,5099.0,3.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Smallmillets,4397.0,2.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Soyabean,4210.0,2.0
2019-20,Madhya Pradesh,SHAHDOL,Kharif,Urad,6361.0,3.0
2019-20,Madhya Pradesh,SHAHDOL,Rabi,Barley,272.0,0.0
2019-20,Madhya Pradesh,SHAHDOL,Rabi,Gram,5208.0,7.0
2019-20,Madhya Pradesh,SHAHDOL,Rabi,Linseed,2596.0,3.0
2019-20,Madhya Pradesh,SHAHDOL,Rabi,Masoor,260.0,0.0
2019-20,Madhya Pradesh,SHAHDOL,Rabi,OtherRabipulses,24.0,0.0
2019-20,Madhya Pradesh,SHAHDOL,Rabi,Peas&beans(Pulses),488.0,1.0
2019-20,Madhya Pradesh,SHAHDOL,Rabi,Rapeseed&Mustard,2717.0,4.0
2019-20,Madhya Pradesh,SHAHDOL,Rabi,Wheat,64772.0,85.0
2019-20,Madhya Pradesh,SHAHDOL,Summer,Maize,68.0,10.0
2019-20,Madhya Pradesh,SHAHDOL,Summer,Moong(GreenGram),110.0,17.0
2019-20,Madhya Pradesh,SHAHDOL,Summer,Urad,480.0,73.0
2019-20,Madhya Pradesh,SHAHDOL,Whole Year,Banana,10.0,0.0
2019-20,Madhya Pradesh,SHAHDOL,Whole Year,Coriander,875.0,17.0
2019-20,Madhya Pradesh,SHAHDOL,Whole Year,Garlic,630.0,12.0
2019-20,Madhya Pradesh,SHAHDOL,Whole Year,Ginger,480.0,10.0
2019-20,Madhya Pradesh,SHAHDOL,Whole Year,Onion,975.0,19.0
2019-20,Madhya Pradesh,SHAHDOL,Whole Year,Potato,1121.0,22.0
2019-20,Madhya Pradesh,SHAHDOL,Whole Year,Sugarcane,14.0,0.0
2019-20,Madhya Pradesh,SHAHDOL,Whole Year,Sweetpotato,265.0,5.0
2019-20,Madhya Pradesh,SHAHDOL,Whole Year,Turmeric,670.0,13.0
2019-20,Madhya Pradesh,SHAJAPUR,Kharif,Arhar/Tur,464.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Kharif,Bajra,2.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Kharif,Groundnut,337.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Kharif,Jowar,31.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Kharif,Maize,785.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Kharif,Moong(GreenGram),179.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Kharif,Rice,1.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Kharif,Sesamum,11.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Kharif,Soyabean,282188.0,99.0
2019-20,Madhya Pradesh,SHAJAPUR,Kharif,Urad,356.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Rabi,Barley,1.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Rabi,Gram,30657.0,12.0
2019-20,Madhya Pradesh,SHAJAPUR,Rabi,Linseed,31.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Rabi,Masoor,17018.0,7.0
2019-20,Madhya Pradesh,SHAJAPUR,Rabi,Peas&beans(Pulses),77.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Rabi,Rapeseed&Mustard,646.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Rabi,Safflower,7.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Rabi,Wheat,203701.0,81.0
2019-20,Madhya Pradesh,SHAJAPUR,Summer,Moong(GreenGram),65.0,100.0
2019-20,Madhya Pradesh,SHAJAPUR,Whole Year,Coriander,1150.0,5.0
2019-20,Madhya Pradesh,SHAJAPUR,Whole Year,Garlic,5535.0,25.0
2019-20,Madhya Pradesh,SHAJAPUR,Whole Year,Ginger,90.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Whole Year,Onion,9621.0,43.0
2019-20,Madhya Pradesh,SHAJAPUR,Whole Year,Potato,6065.0,27.0
2019-20,Madhya Pradesh,SHAJAPUR,Whole Year,Sugarcane,2.0,0.0
2019-20,Madhya Pradesh,SHAJAPUR,Whole Year,Turmeric,115.0,1.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Arhar/Tur,518.0,0.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Bajra,22384.0,14.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Cotton(lint),507.0,0.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Groundnut,1191.0,1.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Jowar,404.0,0.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Maize,989.0,1.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Mesta,3.0,0.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Moong(GreenGram),26.0,0.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Nigerseed,4.0,0.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Rice,56542.0,35.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Sesamum,26074.0,16.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Smallmillets,1.0,0.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Soyabean,27155.0,17.0
2019-20,Madhya Pradesh,SHEOPUR,Kharif,Urad,26736.0,16.0
2019-20,Madhya Pradesh,SHEOPUR,Rabi,Barley,27.0,0.0
2019-20,Madhya Pradesh,SHEOPUR,Rabi,Gram,16429.0,9.0
2019-20,Madhya Pradesh,SHEOPUR,Rabi,Linseed,4.0,0.0
2019-20,Madhya Pradesh,SHEOPUR,Rabi,Masoor,5.0,0.0
2019-20,Madhya Pradesh,SHEOPUR,Rabi,Peas&beans(Pulses),9.0,0.0
2019-20,Madhya Pradesh,SHEOPUR,Rabi,Rapeseed&Mustard,39255.0,22.0
2019-20,Madhya Pradesh,SHEOPUR,Rabi,Wheat,120508.0,68.0
2019-20,Madhya Pradesh,SHEOPUR,Summer,Moong(GreenGram),441.0,100.0
2019-20,Madhya Pradesh,SHEOPUR,Whole Year,Coriander,13558.0,88.0
2019-20,Madhya Pradesh,SHEOPUR,Whole Year,Garlic,900.0,6.0
2019-20,Madhya Pradesh,SHEOPUR,Whole Year,Onion,600.0,4.0
2019-20,Madhya Pradesh,SHEOPUR,Whole Year,Potato,225.0,1.0
2019-20,Madhya Pradesh,SHEOPUR,Whole Year,Sugarcane,14.0,0.0
2019-20,Madhya Pradesh,SHEOPUR,Whole Year,Turmeric,37.0,0.0
2019-20,Madhya Pradesh,SHIVPURI,Kharif,Arhar/Tur,63.0,0.0
2019-20,Madhya Pradesh,SHIVPURI,Kharif,Bajra,5758.0,1.0
2019-20,Madhya Pradesh,SHIVPURI,Kharif,Groundnut,86679.0,20.0
2019-20,Madhya Pradesh,SHIVPURI,Kharif,Jowar,89.0,0.0
2019-20,Madhya Pradesh,SHIVPURI,Kharif,Maize,2217.0,1.0
2019-20,Madhya Pradesh,SHIVPURI,Kharif,Mesta,1.0,0.0
2019-20,Madhya Pradesh,SHIVPURI,Kharif,Moong(GreenGram),939.0,0.0
2019-20,Madhya Pradesh,SHIVPURI,Kharif,Nigerseed,4.0,0.0
2019-20,Madhya Pradesh,SHIVPURI,Kharif,Rice,47886.0,11.0
2019-20,Madhya Pradesh,SHIVPURI,Kharif,Sesamum,6667.0,2.0
2019-20,Madhya Pradesh,SHIVPURI,Kharif,Soyabean,177979.0,40.0
2019-20,Madhya Pradesh,SHIVPURI,Kharif,Urad,112734.0,26.0
2019-20,Madhya Pradesh,SHIVPURI,Rabi,Barley,1022.0,0.0
2019-20,Madhya Pradesh,SHIVPURI,Rabi,Gram,86406.0,19.0
2019-20,Madhya Pradesh,SHIVPURI,Rabi,Linseed,4.0,0.0
2019-20,Madhya Pradesh,SHIVPURI,Rabi,Masoor,13479.0,3.0
2019-20,Madhya Pradesh,SHIVPURI,Rabi,Peas&beans(Pulses),477.0,0.0
2019-20,Madhya Pradesh,SHIVPURI,Rabi,Rapeseed&Mustard,31502.0,7.0
2019-20,Madhya Pradesh,SHIVPURI,Rabi,Wheat,311478.0,70.0
2019-20,Madhya Pradesh,SHIVPURI,Summer,Groundnut,10.0,2.0
2019-20,Madhya Pradesh,SHIVPURI,Summer,Moong(GreenGram),432.0,70.0
2019-20,Madhya Pradesh,SHIVPURI,Summer,Rice,50.0,8.0
2019-20,Madhya Pradesh,SHIVPURI,Summer,Urad,125.0,20.0
2019-20,Madhya Pradesh,SHIVPURI,Whole Year,Coriander,2248.0,23.0
2019-20,Madhya Pradesh,SHIVPURI,Whole Year,Garlic,2120.0,21.0
2019-20,Madhya Pradesh,SHIVPURI,Whole Year,Ginger,335.0,3.0
2019-20,Madhya Pradesh,SHIVPURI,Whole Year,Onion,3225.0,33.0
2019-20,Madhya Pradesh,SHIVPURI,Whole Year,Potato,1060.0,11.0
